NCT Number,Study Title,Study URL,Acronym,Study Status,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Age,Phases,Study Type,Study Design,Other IDs,Study Documents
NCT04675944,Effect of BIA 5-1058 on the Steady State Pharmacokinetics of Treprostinil,https://beta.clinicaltrials.gov/study/NCT04675944,,COMPLETED,NO,Pulmonary Arterial Hypertension,DRUG: BIA 5-1058|DRUG: treprostinil,"Maximum observed plasma concentration - Cmax, Primary Pharmacokinetic Parameters - BIA 5 1058, Pre-dose (Treatment Period 1, Day 1 and Treatment Period 3, Day 6) and post-dose at 0.5, 1, 2, 3, 4, 6, 8, 12, 16, 24, 36, 48, 60 and 72 hours|Area under the plasma concentration-time curve (AUC) from time zero to the last quantifiable concentration - AUC0-t, Primary Pharmacokinetic Parameters - BIA 5 1058, Pre-dose (Treatment Period 1, Day 1 and Treatment Period 3, Day 6) and post-dose at 0.5, 1, 2, 3, 4, 6, 8, 12, 16, 24, 36, 48, 60 and 72 hours|AUC from time zero extrapolated to infinity - AUC0-inf, Primary Pharmacokinetic Parameters - BIA 5 1058, Pre-dose (Treatment Period 1, Day 1 and Treatment Period 3, Day 6) and post-dose at 0.5, 1, 2, 3, 4, 6, 8, 12, 16, 24, 36, 48, 60 and 72 hours|Maximum observed plasma concentration at steady state - Cmax,ss, Primary Pharmacokinetic Parameters - Treprostinil, Pre-last dose (Treatment Period 2, Day 6 and Treatment Period 3, Day 6) and post-last dose at 0.5, 1, 2, 3, 4, 6, 8, 12, 16, 24, 36, 48, 60 and 72 hours.|AUC over the dosing interval at steady state - AUC0-╧ä,ss, Primary Pharmacokinetic Parameters - Treprostinil, Pre-last dose (Treatment Period 2, Day 6 and Treatment Period 3, Day 6) and post-last dose at 0.5, 1, 2, 3, 4, 6, 8, 12, 16, 24, 36, 48, 60 and 72 hours.",,,Bial - Portela C S.A.,,ADULT,PHASE1,INTERVENTIONAL,Allocation: NA|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,BIA-51058-106|2017-000245-43,
NCT02939599,Long-term Extension Study of the Safety and Pharmacokinetics of QCC374 in PAH Patients,https://beta.clinicaltrials.gov/study/NCT02939599,,TERMINATED,YES,Pulmonary Arterial Hypertension,DRUG: QCC374,"Number of Participants Who Experienced Adverse Events (AEs), Serious Adverse Events (SAEs) in Patients With PAH Over a Two Year Period, Patients with all (serious and non-serious) adverse events, serious adverse events and death were reported, Two years","Maximum Observed Plasma Concentration (Cmax), Cmax is the maximum (peak) observed plasma drug concentration after single dose administration. PK parameters were calculated from plasma concentration-time data using non-compartmental methods. Only descriptive analysis performed, 16 weeks|Time to Reach the Maximum Plasma Concentration (Tmax), Tmax is the time to reach maximum plasma concentration after single dose administration. PK parameters were calculated from plasma concentration-time data using non-compartmental methods. Only descriptive analysis performed., 16 Weeks|Area Under the Plasma Concentration-time Curve From 0 to the Last Measurable Concentration (AUClast), AUClast is the area under the plasma concentration-time curve from time zero to the last measurable concentration sampling time. PK parameters were calculated from plasma concentration-time data using non-compartmental methods. Only descriptive analysis performed., 16 weeks|Area Under the Plasma Concentration Time Curve From 0 to the End of a Dosing Interval (AUCtau), AUCtau is the area under the plasma concentration-time curve from time zero to the end of the dosing interval. PK parameters were calculated from plasma concentration-time data using non-compartmental methods. Only descriptive analysis performed, 16 Weeks|Change From Baseline in Six Minute Walk Distance (6MWD), The Six Minute Walk Test measures the distance an individual is able to walk over a total of six minutes on a hard, flat surface. The goal is for the individual to walk as far as possible in six minutes. The individual is able to self-pace and rest as needed as they traverse back and forth along a marked walkway. Only descriptive analysis performed., 16 weeks|Change in Tricuspid Annular Peak Systolic Velocity (TA S') at Week 16 (Day 112) Using Echocardiography, Key Right Ventricular (RV) function endpoints such as Tricuspid Annular Peak Systolic Velocity (TA S') were assessed with echocardiography. Only descriptive analysis performed., Two Years|Change From Baseline in RV Tei Index at Week 16 (Day 112) Using Echocardiography, Key Right Ventricular (RV) function endpoints such as Tei Index were assessed with echocardiography. The RV Tei index is using both systolic and diastolic time intervals to evaluate the overall global dysfunction of the right ventricle in PAH patients. A lower number in RV Tei Index indicates an improvement. Only descriptive analysis performed., 16 weeks|Change From Baseline in RV Fractional Area Change at Week 16 (Day 112) Using Echocardiography, Key Right Ventricular (RV) function endpoints such as Tei Index were assessed with echocardiography. The RV Tei index is using both systolic and diastolic time intervals to evaluate the overall global dysfunction of the right ventricle in PAH patients. A lower number in RV Tei Index indicates an improvement. Only descriptive analysis performed., 16 weeks",,Novartis Pharmaceuticals,,"ADULT, OLDER_ADULT",PHASE2,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,CQCC374X2201E1,Study Protocol|Statistical Analysis Plan
NCT01683981,Exercise Capacity and Quality of Life in Patients With PPH Receiving Short Term Oral L-Citrulline Malate,https://beta.clinicaltrials.gov/study/NCT01683981,,UNKNOWN,NO,Idiopathic Pulmonary Arterial Hypertension|Eisenmenger Syndrome,DRUG: L-Citrulline Malate,"the change in exercise capacity, The primary measure of efficacy was the change in exercise capacity, as measured by the total distance walked in six minutes, from baseline to week 2. (15), 2 weeks","changes in mean pulmonary-artery pressure, changes in mean pulmonary-artery pressure from baseline to week 2., 2 weeks","change in the quality of life, change in the quality of life from baseline to week 2, 2 weeks",Masih Daneshvari Hospital,,"CHILD, ADULT, OLDER_ADULT",EARLY_PHASE1,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: ,f-91-138,
NCT02036970,Bardoxolone Methyl Evaluation in Patients With Pulmonary Hypertension (PH) - LARIAT,https://beta.clinicaltrials.gov/study/NCT02036970,,COMPLETED,YES,Pulmonary Arterial Hypertension|Pulmonary Hypertension|Interstitial Lung Disease|Idiopathic Interstitial Pneumonia|Idiopathic Pulmonary Fibrosis|Sarcoidosis|Respiratory Bronchiolitis Associated Interstitial Lung Disease|Desquamative Interstitial Pneumonia|Cryptogenic Organizing Pneumonia|Acute Interstitial Pneumonitis|Idiopathic Lymphoid Interstitial Pneumonia|Idiopathic Pleuroparenchymal Fibroelastosis,DRUG: Bardoxolone methyl|DRUG: Placebo,"Change From Baseline Though Week 16 in 6-Minute Walk Distance (6MWD) for Bardoxolone Methyl Compared to Placebo, Overall treatment effect in exercise capacity, as measured by the total distance walked in 6 minutes (6MWD) mean change from baseline though Week 16. A lower 6MWD reflects greater severity thus, a positive change from baseline suggests an improvement., Baseline through Week 16",,,"Reata Pharmaceuticals, Inc.",,"ADULT, OLDER_ADULT",PHASE2,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",RTA 402-C-1302,Study Protocol|Statistical Analysis Plan
NCT05679570,Satralizumab in the Treatment of Pulmonary Arterial Hypertension (SATISFY-JP Trial),https://beta.clinicaltrials.gov/study/NCT05679570,,RECRUITING,NO,Pulmonary Arterial Hypertension,DRUG: Satralizumab (Genetical Recombination),"Percent change in total pulmonary vascular resistance (PVR) from baseline to 24 weeks., 24 weeks","The change in the 6-minute walking distance from baseline to 24 weeks., 24 weeks|Comparison of the percent change in PVR from baseline to 24 weeks between the satralizumab group in this study and an external control group (selected from patients enrolled in JAPHR)., 24 weeks|Number of participants with treatment-related adverse events as assessed by MedDRA and changes in general laboratory test values., 52 weeks",,International University of Health and Welfare,Japan Agency for Medical Research and Development|Keio University,"ADULT, OLDER_ADULT",PHASE2,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,PH-001-SA237|jRCT2031210626,
NCT01165476,Comparative Bioavailability of Treprostinil Diethanolamine Manufactured by Two Independent Facilities,https://beta.clinicaltrials.gov/study/NCT01165476,,COMPLETED,NO,Pulmonary Arterial Hypertension,DRUG: Treprostinil diethanolamine,"Treprostinil pharmacokinetics, Treprostinil pharmacokinetics in healthy volunteers following a single oral dose of 1mg treprostinil diethanolamine collecting pre and post-dose levels to 36 hours., 36 hours","Clinical lab values, Days 0, 7 and 9|Adverse event monitoring, From signing of ICF to end of study",,United Therapeutics,,ADULT,PHASE1,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: TREATMENT,TDE-PH-121,
NCT05179876,A Study Providing Treatment Access in Participants With Pulmonary Hypertension Completing a Parent Study and Having no Other Option,https://beta.clinicaltrials.gov/study/NCT05179876,PLATYPUS,RECRUITING,NO,"Hypertension, Pulmonary",DRUG: Macitentan|DRUG: Selexipag|DRUG: FDC of Macitentan and Tadalafil,"Frequency of Treatment Emergent Adverse Events (TEAEs), An adverse event (AE) is any untoward medical occurrence in a clinical study participant administered a pharmaceutical (investigational or non-investigational) product. An AE does not necessarily have a causal relationship with the intervention. TEAEs are defined as AEs with onset or worsening on or after date of first dose of study treatment., Baseline until End of Study (EOS) (Up to 61 months)|Frequency of TEAEs Leading to Discontinuation, Frequency of TEAEs leading to discontinuation of study intervention will be reported. An AE is any untoward medical occurrence in a clinical study participant administered a pharmaceutical (investigational or non-investigational) product. An AE does not necessarily have a causal relationship with the intervention. TEAEs are defined as AEs with onset or worsening on or after date of first dose of study treatment., Baseline until EOS (Up to 61 months)|Frequency of Serious Adverse Events (SAEs), SAE is any untoward medical occurrence that at any dose results in death, is life-threatening, requires inpatient hospitalization or prolongation of existing hospitalization, results in persistent or significant disability/incapacity, is a congenital anomaly/birth defect, is a suspected transmission of any infectious agent via a medicinal product and is medically important., Baseline until EOS (Up to 61 months)|Frequency of Deaths from Baseline Until EOS, Frequency of deaths will be reported., Baseline until EOS (up to 61 months)",,,Actelion,,"ADULT, OLDER_ADULT",PHASE3,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,CR109121|2021-002297-11|NOPRODPAPUH3001,
NCT00709098,Safety Study Extension of Iloprost Power 15 in Pulmonary Arterial Hypertension,https://beta.clinicaltrials.gov/study/NCT00709098,PROWESS 15 Ext,COMPLETED,YES,Pulmonary Arterial Hypertension,DRUG: iloprost|DRUG: iloprost,"Treatment-emergent Adverse Events, Number of adverse events, Double-blind period: from first inhalation of study drug to end of 12-week treatment period. Open-label period: from the start to end of open-label medication, mean duration of exposure was 284.5 days.|Treatment-emergent Serious Adverse Events, Number of serious adverse events, Double-blind period: from first inhalation of study drug to end of 12-week treatment period. Open-label period: from the start to end of open-label medication, mean duration of exposure was 284.5 days.|Adverse Events Leading to Premature Discontinuation of Study Drug, Number of adverse events leading to discontinuation of study treatment, Double-blind period: from the first inhalation of study drug to discontinuation. Open-label period: from the start of open-label medication to discontinuation, mean duration of exposure was 284.5 days.|Patients With Adverse Events Leading to Premature Discontinuation of Study Drug, Number of patients with adverse events leading to discontinuation of study treatment, Double-blind period: from the first inhalation of study drug to discontinuation. Open-label period: from the start of open-label medication to discontinuation, mean duration of exposure was 284.5 days.",,"Average Inhalation Time, Average inhalation time of iloprost during the double-blind period (i.e., the sum of the duration of each inhalation divided by the number of inhalations during the double-blind period), 12 weeks",Actelion,,"ADULT, OLDER_ADULT",PHASE3,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",AC-063A302,
NCT00091598,ARIES - Ambrisentan in Patients With Moderate to Severe Pulmonary Arterial Hypertension (PAH),https://beta.clinicaltrials.gov/study/NCT00091598,,COMPLETED,NO,Pulmonary Hypertension,DRUG: Ambrisentan,Change from baseline at Week 12 of six minute walk distance,Change from baseline at Week 12 of:|Borg Dsypnea Index|WHO Functional Classification|SF-36|Time to Clinical Worsening,,Gilead Sciences,,"ADULT, OLDER_ADULT",PHASE3,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE|Primary Purpose: TREATMENT,ARIES,
NCT04456998,GB002 in Adult Subjects With Pulmonary Arterial Hypertension (PAH),https://beta.clinicaltrials.gov/study/NCT04456998,,COMPLETED,NO,Pulmonary Artery Hypertension,DRUG: GB002 (seralutinib)|DRUG: Placebo|DEVICE: Generic Dry Powder Inhaler,"Change from Baseline to Week 24 in Pulmonary Vascular Resistance (PVR), Change in PVR using right heart catheterization (RHC), Baseline, 24 weeks","Change From Baseline to Week 24 on the Six-Minute Walk Test (6MWT), Change in distance achieved on the 6MWT (╬ö6MWD), Baseline, 24 weeks",,"GB002, Inc., a wholly owned subsidiary of Gossamer Bio, Inc.",,"ADULT, OLDER_ADULT",PHASE2,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",GB002-2101,
