Gene,Mutation_Remark,System/Pathway_info,Drug_Name_and_Combination,Phases,Primary Phenotype Measures,Primary/Secondary_Hypertension,Drug_Class,Source
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: Epoprostenol,PHASE3,"Treatment-emergent Adverse Events, On average 2.72 years","Pulmonary Arterial Hypertension, Primary","Platelet aggregation inhibitor, Prostaglandin I2 receptor agonist",NCT01470144
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: Treprostinil,PHASE4,"Assessment of Treprostinil effects on right ventricular structure and function using echocardiography, Assessment of RV structure and function by echocardiography, through study completion, an average of 5 years|Assessment of Treprostinil effects on right ventricular structure and function using Cardiac Magnetic Resonance Imaging (CMR)., Assessment of RV structure and function by cardiac magnetic resonance imaging (CMR)., through study completion, an average of 5 years",Pulmonary Hypertension,"Anticoagulant, Antihypertensive, Vasodilator, Platelet aggregation inhibitor, Prostaglandin I2 receptor agonist",NCT03835676
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: Morphine Sulfate,PHASE2,"Change in Borg Dyspnea Score, Change in peak Borg dyspnea score (morphine versus control), The Peak Borg Dyspnea Score will be determined over 6 minutes of observation during the conduct of each 6-minute walk test. The 6-minute walk tests and assessments of the peak Borg Dyspnea Score will be recorded within 1 and 7 days of each other.","Pulmonary Arterial Hypertension, Primary","Analgesic (narcotic), Opioid receptor agonist",NCT03401476
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: Terbogrel low dose|DRUG: Terbogrel high dose,PHASE2,"Change in distance walked in 6 minutes, baseline, after 3 months of treatment|Change in pulmonary vascular resistance (PVR), baseline, after 3 months of treatment","Hypertension, Pulmonary","Platelet aggregation inhibitor, Thromboxane A2 (TXA2) receptor antagonist, Thromboxane A2 (TXA2) synthase inhibitor",NCT02223481
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: Anastrozole| Oral Tablet,PHASE2,"Difference in changes in distance walked in six minutes between anastrozole and placebo groups, 6 months","Pulmonary Arterial Hypertension, Primary","Antineoplastic, Estrogen biosynthesis inhibitor",NCT03229499
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: Carvedilol,PHASE2,"Mean Change in Right Ventricular Ejection Fraction as Measured by Cardiac MRI, 6 months","Pulmonary Arterial Hypertension, Primary","Antihypertensive, alpha1/beta-Adrenergic receptor antagonist",NCT02507011
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: Imatinib mesylate,PHASE2|PHASE3,"Number of Patients With Adverse Events (AEs), Serious Adverse Events (SAEs) and Death During the Core, In this analysis patients with all (serious and non -serious) adverse events, and death were reported. See Safety Section., 6 months|Number of Patients With Adverse Events (AEs), Serious Adverse Events (SAEs) and Death During the Extension, In this analysis patients with all (serious and non -serious) adverse events, and death were reported. See Safety Section., 72 months|Change From Baseline of Six Minute Walk Test - Total Distance Walked at Different Time Periods, The Six Minute Walk test was carried out along a course, such as a hospital corridor, measuring at least 20 meters delineated by markers. Patients were instructed to walk at a comfortable speed as far as they could manage in six minutes, resting whenever they needed to. Distance \<500 meters suggests considerable exercise limitation; Distance 500-800 meters suggests moderate limitation; Distance \>800 meters (with no rests) suggests mild or no limitation., Baseline, Day 32, Week 8, Week 12, Week 16, Week 20 and Study completion (Week 24)|Change From Baseline of Six Minute Walk Test - Number of Stops at Different Time Periods, The Six Minute Walk test was carried out along a course, such as a hospital corridor, measuring at least 20 meters delineated by markers. Patients were instructed to walk at a comfortable speed as far as they could manage in six minutes, resting whenever they needed to. Number of stops were recorded for each patient., Baseline, Day 32, Week 8, Week 12, Week 16, Week 20 and Study completion (Week 24)|Change From Baseline of Six Minute Walk Test - Total Duration of Stops at Different Time Periods, The Six Minute Walk test was carried out along a course, such as a hospital corridor, measuring at least 20 meters delineated by markers. Patients were instructed to walk at a comfortable speed as far as they could manage in six minutes, resting whenever they needed to. If the patient stopped the duration of each stop was recorded., Baseline, Day 32, Week 8, Week 12, Week 16, Week 20 and Study completion (Week 24)","Pulmonary Arterial Hypertension, Primary","Antineoplastic, Tyrosine kinase inhibitor",NCT00477269
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: Sildenafil citrate|DRUG: Sildenafil citrate||DRUG: Sildenafil citrate,PHASE3,"Percent Change From Baseline in Peak Volume of Oxygen (VO2) Consumed : Intent To Treat Population, Peak VO2 (normalized for body weight) at trough plasma levels assessed by CPX testing (bicycle ergometry)at the end of treatment (Week 16 for those who completed the study). Mean Percent change = \[(week 16 value minus baseline mean)/mean at baseline\]\*100%., Baseline, Week 16|Percent Change From Baseline in Peak Volume of Oxygen (VO2) Consumed : Per Protocol Population, Peak VO2 (normalized for body weight) at trough plasma levels assessed by CPX testing (bicycle ergometry)at the end of treatment (Week 16 for those who completed the study). Mean Percent change = \[(week 16 value minus baseline mean)/mean at baseline\]\*100%., Baseline, Week 16","Pulmonary Arterial Hypertension, Children","Vasodilator, Impotence therapy, Phosphodiesterase V inhibitor",NCT00159913
ATP13A3,autosomal recessive,TGF-beta signaling pathway,"DRUG: Iloprost (Ventavis inhaled, BAYQ6256)",PHASE3,"Change in Pulmonary vascular resistance (PVR) from screening (baseline) to week 12 (after inhalation), At baseline and 12 weeks|Number of participants with adverse events as a measure of safety and tolerability, Up to 52 weeks|Area under the plasma concentration vs time curve from start of inhalation to infinity after single inhalation (AUC), At baseline, 12 weeks, 52 weeks and over 52 weeks|Maximum drug concentration in plasma after start of inhalation (Cmax), Up to 12 weeks|Number of participants with adverse events as a measure of safety and tolerability, Over 52 weeks","Hypertension, Pulmonary","Antihypertensive, Platelet aggregation inhibitor, Prostaglandin I2 receptor agonist",NCT01469169
ATP13A3,autosomal recessive,TGF-beta signaling pathway,DRUG: bosentan,PHASE4,"6 minute walk distance, ATS Guideline 6MW distance before and after intervention, monthly assessement until date of lung transplantation",Pulmonary Arterial Hypertension|Idiopathic Pulmonary Fibrosis,"Antihypertensive, Endothelin receptor antagonist",NCT00625469
ATP13A3,autosomal recessive,TGF-beta signaling pathway,"DRUG: Riociguat (Adempas, BAY63-2521)",PHASE3,"Number of Participants With Any Treatment-emergent Adverse Events, An adverse event (AE), including AE in relation to a medical device (i.e. Raumedic dosing pipette), is any untoward medical occurrence in a participant administered with a pharmaceutical product and does not necessarily have to have a causal relationship with this treatment. A serious AE (SAE) is any untoward medical occurrence that at any dose is resulting in death, is lifethreatening, requires hospitalization or prolongation of existing hospitalization, results in persistent or significant disability/incapacity. AEs occurring between start of study drug and up to 2 days after the last dose were defined as treatment-emergent AEs (TEAEs)., From start of study drug up to 2 days after the last dose of study drug in the main study part, up to 24 weeks plus/minus 5 days.|Change in Heart Rate From Baseline, Mean change in heart rate from baseline is reported., Baseline and Week 24 (plus/minus 5 days)|Change in Blood Pressure From Baseline, Mean changes in systolic blood pressure (SBP) and diastolic blood pressure (DBP) from baseline are reported., Baseline and Week 24 (plus/minus 5 days)|Change in Respiratory Rate From Baseline, Mean change in respiratory rate from baseline is reported., Baseline and Week 24 (plus/minus 5 days)|Number of Subjects With Transitions From Baseline in Bone Age Compared to Chronological Age, X-ray of left hand was performed for each participant and bone age was determined centrally by a specialist. For each participant, the bone age was compared to the chronological age and assigned to one of the categories - ""delayed"", ""in accordance"" or ""advanced"", indicating the advancement or delay in the growth of the bone. Number of participants who transitioned to another category different from baseline was calculated and is reported., Baseline and Week 24 (plus/minus 5 days)|Change in Hematology Parameters (Platelets) From Baseline, Hematology parameters were collected. Parameters with a decrease or increase in the mean value compared to baseline are reported in this data set., Baseline and Week 24 (plus/minus 5 days)|Change in Hematology Parameters (Lymphocytes/Leucocytes Ratio) From Baseline, Hematology parameters were collected. Parameters with a decrease or increase in the mean value compared to baseline are reported in this data set., Baseline and Week 24 (plus/minus 5 days)|Change in Hematology Parameter (Neutrophils/Leucocytes Ratio) From Baseline, Hematology parameters were collected. Parameters with a decrease or increase in the mean value compared to baseline are reported in this data set., Baseline and Week 24 (plus/minus 5 days)|Change in Clinical Chemistry (Alanine Aminotransferase) From Baseline, Clinical chemistry parameters were collected and analyzed. Parameters with a trend to lower or higher mean values from baseline are reported in this data set., Baseline and Week 24 (plus/minus 5 days)|Change in Clinical Chemistry (Aspartate Aminotransferase) From Baseline, Clinical chemistry parameters were collected and analyzed. Parameters with a trend to lower or higher mean values from baseline are reported in this data set., Baseline and Week 24 (plus/minus 5 days)|Change in Clinical Chemistry (Sodium) From Baseline, Clinical chemistry parameters were collected and analyzed. Parameters with a trend to lower or higher mean values from baseline are reported in this data set., Baseline and Week 24 (plus/minus 5 days)|Change in Clinical Chemistry (Blood Urea Nitrogen) From Baseline, Clinical chemistry parameters were collected and analyzed. Parameters with a trend to lower or higher mean values from baseline are reported in this data set., Baseline and Week 24 (plus/minus 5 days)|Change in Clinical Chemistry (eGFR) From Baseline, Clinical chemistry parameters were collected and analyzed. Parameters with a trend to lower or higher mean values from baseline are reported in this data set. eGFR = estimated glomerular filtration rate, Baseline and Week 24 (plus/minus 5 days)|Change in Clinical Chemistry (Urea) From Baseline, Clinical chemistry parameters were collected and analyzed. Parameters with a trend to lower or higher mean values from baseline are reported in this data set., Baseline and Week 24 (plus/minus 5 days)|Change in Clinical Chemistry (Gamma Glutamyl Transferase) From Baseline, Clinical chemistry parameters were collected and analyzed. Parameters with a trend to lower or higher mean values from baseline are reported in this data set., Baseline and Week 24 (plus/minus 5 days)|Plasma Concentration of Riociguat at Week 0, For each participant, one blood sample was collected at one given time point. Values below lower limit of quantification (LLOQ) were substituted by 1/2 LLOQ for the calculation in statistics. Means at any time were only calculated if at least 2/3 of the individual data were measured and were above the limit of quantification (LOQ). Geometric mean and percentage geometric coefficient of variation (%CV) are reported. W = Week., Week 0 (30-90 minutes post-dose; 2.5-4 hours post-dose)|Plasma Concentration of Riociguat at Week 4, For each participant, one blood sample was collected at one given time point. Values below lower limit of quantification (LLOQ) were substituted by 1/2 LLOQ for the calculation in statistics. Means at any time were only calculated if at least 2/3 of the individual data were measured and were above the limit of quantification (LOQ). Geometric mean and percentage geometric coefficient of variation (%CV) are reported., Week 4 (pre-dose)|Plasma Concentration of Riociguat at Week 8, For each participant, one blood sample was collected at one given time point. Values below lower limit of quantification (LLOQ) were substituted by 1/2 LLOQ for the calculation in statistics. Means at any time were only calculated if at least 2/3 of the individual data were measured and were above the limit of quantification (LOQ). Geometric mean and percentage geometric coefficient of variation (%CV) are reported., Week 8 (pre-dose)|Plasma Concentration of BAY60-4552 at Week 0, BAY60-4552 is riociguat's active metabolite. For each participant, one blood sample was collected at one given time point and in that sample both riociguat and BAY60-4552 were measured. Values below lower limit of quantification (LLOQ) were substituted by 1/2 LLOQ for the calculation in statistics. Means at any time were only calculated if at least 2/3 of the individual data were measured and were above the limit of quantification (LOQ). Geometric mean and percentage geometric coefficient of variation (%CV) are reported. W = Week, Week 0 (30-90 minutes post-dose; 2.5-4 hours post-dose)|Plasma Concentration of BAY60-4552 at Week 4, BAY60-4552 is riociguat's active metabolite. For each participant, one blood sample was collected at one given time point and in that sample both riociguat and BAY60-4552 were measured. Values below lower limit of quantification (LLOQ) were substituted by 1/2 LLOQ for the calculation in statistics. Means at any time were only calculated if at least 2/3 of the individual data were measured and were above the limit of quantification (LOQ). Geometric mean and percentage geometric coefficient of variation (%CV) are reported., Week 4 (pre-dose)|Plasma Concentration of BAY60-4552 at Week 8, BAY60-4552 is riociguat's active metabolite. For each participant, one blood sample was collected at one given time point and in that sample both riociguat and BAY60-4552 were measured. Values below lower limit of quantification (LLOQ) were substituted by 1/2 LLOQ for the calculation in statistics. Means at any time were only calculated if at least 2/3 of the individual data were measured and were above the limit of quantification (LOQ). Geometric mean and percentage geometric coefficient of variation (%CV) are reported., Week 8 (pre-dose)","Hypertension, Pulmonary","Vasodilator, Guanylate cyclase activator",NCT02562235
BMPR2,heterozygous mutation in the BMPR2 gene (600799) on chromosome 2q33,TGF-beta signaling pathway,DRUG: Iloprost,NaN,"Cardiopulmonary exercise test parameters, after 3 months active follow-up","Pulmonary Arterial Hypertension, Primary","Antihypertensive, Platelet aggregation inhibitor, Prostaglandin I2 receptor agonist",NCT01054105
BMPR2,heterozygous mutation in the BMPR2 gene (600799) on chromosome 2q33,TGF-beta signaling pathway,PROCEDURE: Salt loading|DRUG: Hydrochlorothiazide (HCTZ),NaN,"Blood Pressure Change During Salt Loading, Systolic blood pressure (SBP) and diastolic blood pressure (DBP) were measured every 15 minutes for 4 hours.",Hypertension,"Antihypertensive, Diuretic, Na+-Cl- symport inhibitor",NCT00896389
BMPR2,heterozygous mutation in the BMPR2 gene (600799) on chromosome 2q33,TGF-beta signaling pathway,NaN,NaN,Primary Pulmonary Hypertension 1,"Pulmonary Arterial Hypertension, Primary",NaN,OMIM: 178600
CAV1,heterozygous mutation in the CAV1 gene (601047) on chromosome 7q31,TGF-beta signaling pathway,DRUG: Para-aminohippuric Acid|DRUG: Angiotensin II|DRUG: Norepinephrine,PHASE1,"Genetic Variation at the Caveolin-1 Locus, We are testing our hypothesis that genetic variation at the cav-1 locus is a determinant of vascular phenotypes in hypertensive subjects. We will recruit hypertensive subjects who will be classified into two groups according to genotype status at rs926198 of CAV-1. Vascular function status will be determined using four markers: renal blood flow (primary endpoint), brachial artery reactivity, aortic compliance, and blood pressure levels. We will assess these endpoints before and after two provocations: low vs. high salt intake and AngII infusion., 5 years",Primary pulmonary hypertension|Insulin Resistance,"Antihypotensive, Vasoconstrictor, Adrenergic receptor agonist",NCT01426529
CAV1,heterozygous mutation in the CAV1 gene (601047) on chromosome 7q31,TGF-beta signaling pathway,NaN,NaN,"PULMONARY HYPERTENSION, PRIMARY, 3","PULMONARY HYPERTENSION, PRIMARY",NaN,OMIM: 615343
CYP11B2,autosomal recessive,Aldosterone synthesis and secretion and Aldosterone-regulated sodium reabsorption,DRUG: Osilodrostat (LCI699),PHASE2,"Systolic blood pressure over a 7-week forced titration treatment period, 7 weeks",Primary Hyperaldosteronism,Aldosterone Synthase Inhibitor,NCT00732771
DRD1,G protein-related kinase 4 gene variants,Calcium signaling pathway|cAMP signaling pathway|Neuroactive ligand-receptor interaction|Gap junction|Dopaminergic synapse|Parkinson disease|,DRUG: fenoldopam,PHASE1,"Urine sodium excretion, 7 days",Essential Hypertension,"Antihypertensive, Dopamine D1 receptor agonist",NCT00592150
KCNJ5,Autosomal dominant,Aldosterone synthesis and secretion,DRUG: Clarithromycin,NaN,"Study 1: Change in Relative Aldosterone Secretion Index (RASI)., Within-patient change from baseline of the RASI in adrenal vein blood draining the gland with and without the APA., Baseline and after 45min clarithromycin infusion.|Study 2: Change in plasma aldosterone concentration (PAC)., Within-patient change from baseline of PAC in peripheral venous blood in patients undergoing screening for PA., Baseline and after 60 and 120 minutes roxitromycin administration",Hyperaldosteronism,"Antibacterial, Protein biosynthesis inhibitor",NCT03414918
NR3C2,"heterozygous mutation in the mineralocorticoid receptor gene (MCR, NR3C2; 600983) on chromosome 4q31",Aldosterone-regulated sodium reabsorption,DRUG: Eplerenone (-based therapy) arm|DRUG: Valsartan (-based therapy) arm,PHASE4,"Difference in change of ABPM from baseline, in the eplerenone arm versus the valsartan arm as monotherapy at 8 weeks, as combined dual treatment with amlodipine at 16 weeks and as combined triple treatment with amlodipine and indapamide at 24 weeks., Ambulatory blood pressure measurements (metric unit: mmHg) at baseline and 8,16 and 24 weeks and evaluation of the difference of mean ambulatory systolic and diastolic blood pressure measurements between baseline and each time frame in all participants, 8, 16 and 24 weeks",Hypertension|Obesity,"Antihypertensive, Aldosterone antagonist",NCT03476616
NR3C2,"heterozygous mutation in the mineralocorticoid receptor gene (MCR, NR3C2; 600983) on chromosome 4q31",Aldosterone-regulated sodium reabsorption,DRUG: Eplerenone 50mg,PHASE4,"Reverse transcriptase quantitative polymerase chain reaction (RT-qPCR) Cycle threshold (Ct) value of mineralocorticoid receptor-regulated gene messenger ribonucleic acid (mRNA), Cycle threshold of urinary mRNA biomarker following treatment with placebo and following treatment with eplerenone will be measured using RT-qPCR., Week 6 (after first study treatment)|RT-qPCR Ct value of mineralocorticoid receptor-regulated gene mRNA, Cycle threshold of urinary mRNA biomarker following treatment with placebo and following treatment with eplerenone will be measured using RT-qPCR., Week 12 (after second study treatment)",Hypertension,"Antihypertensive, Aldosterone antagonist",NCT04746495
NR3C2,"heterozygous mutation in the mineralocorticoid receptor gene (MCR, NR3C2; 600983) on chromosome 4q31",Aldosterone-regulated sodium reabsorption,DRUG: Eplerenone|DRUG: Chlorthalidone|DRUG: Potassium,PHASE4,"Change in myocardial flow reserve, Change in myocardial flow reserve (ratio of hyperemic stress myocardial blood flow to rest myocardial blood flow), 9 months",Hypertension|Left Ventricular Hypertrophy,"Antihypertensive, Aldosterone antagonist",NCT05593055
NR3C2,"heterozygous mutation in the mineralocorticoid receptor gene (MCR, NR3C2; 600983) on chromosome 4q31",Aldosterone-regulated sodium reabsorption,DRUG: Eplerenone|DRUG: Chlorthalidone with potassium chloride,PHASE4,"Change in stress myocardial perfusion reserve on cardiac MRI, Change in myocardial perfusion, one year",Metabolic Syndrome|Hypertension|Overweight and Obesity,"Antihypertensive, Aldosterone antagonist",NCT04519164
NR3C2,"heterozygous mutation in the mineralocorticoid receptor gene (MCR, NR3C2; 600983) on chromosome 4q31",Aldosterone-regulated sodium reabsorption,DRUG: KBP-5074,PHASE3,"Change in seated trough cuff SBP from baseline to Week 12, Efficacy of KBP-5074 in reducing SBP by assessing change in seated trough cuff SBP for KBP-5074 dose regimen compared to placebo, will be evaluated., From baseline to Week 12|Change in seated trough cuff SBP from Week 48 to Week 52, Durability of KBP-5074 in reducing SBP by assessing change in seated trough cuff SBP for the KBP-5074 dose regimen compared to placebo, will be evaluated., Week 48 to Week 52",Chronic Kidney Diseases,NaN,NCT04968184
NR3C2,"heterozygous mutation in the mineralocorticoid receptor gene (MCR, NR3C2; 600983) on chromosome 4q31",Aldosterone-regulated sodium reabsorption,DRUG: Finerenone|DRUG: Spironolactone,PHASE4,"Hypertension remission rate., The proportion of patients with blood pressure\<140/90 mmHg at 12 weeks., 12 weeks.",Primary Aldosteronism|Hypertension,"Diuretic, Aldosterone antagonist",NCT05814770
NR3C2,mutation in the mineralocorticoid receptor gene (600983),Aldosterone-regulated sodium reabsorption,NaN,NaN,Hypertension exacerbated in pregnancy,Secondary hypertension,NaN,OMIM: 605115
REN,homozygous or compound heterozygous mutation in genes encoding components of the renin-angiotensin system: renin (179820) on chromosome 1q32,Renin-angiotensin system,PROCEDURE: Renal denervation|DRUG: Metoprolol|DRUG: Lisinopril,PHASE2,"cardiovascular death, 1 year|myocardium infarction, 1 year|stroke, 1 year|repeat revascularization, 1 year",Acute Coronary Syndrome|Arterial Hypertension,"Antihypertensive, Vasodilator, beta1-Adrenergic receptor antagonist",NCT01901549
REN,homozygous or compound heterozygous mutation in genes encoding components of the renin-angiotensin system: renin (179820) on chromosome 1q32,Renin-angiotensin system,DRUG: Everolimus,PHASE4,"Molecular profile of cytokines, To characterize the molecular profile of cytokines in kidneys obtained from deceased donors such as ""standard"" (SCD) and extended criteria (ECD) in biopsies taken before and after transplantation and to evaluate the effect of treatment with everolimus (EVL) in the expression of these molecules., 12 months",Delayed Function of Renal Transplant,"Antineoplastic, Immunosuppressant, mTOR inhibitor",NCT01663805
REN,homozygous or compound heterozygous mutation in genes encoding components of the renin-angiotensin system: renin (179820) on chromosome 1q32,Renin-angiotensin system,DRUG: Spironolactone|DRUG: Chlorthalidone,PHASE2,"Change in Systolic Automated Office Blood Pressure from baseline to 12 weeks between arms, Baseline to 12 Weeks",Renal Insufficiency|Chronic Hypertension,"Antihypertensive, Diuretic, Aldosterone antagonist",NCT05222191
REN,homozygous or compound heterozygous mutation in genes encoding components of the renin-angiotensin system: renin (179820) on chromosome 1q32,Renin-angiotensin system,DRUG: Benazepril hydrochloride,PHASE3,"microalbuminuria excretion rate (spot or 24h), Baseline; 1 week + 24 weeks after treatment start|eGFR, Baseline; 1 week + 24 weeks after treatment start",Renal Alteration,"Antihypertensive, Angiotensin-converting enzyme inhibitor",NCT01095939
REN,homozygous or compound heterozygous mutation in genes encoding components of the renin-angiotensin system: renin (179820) on chromosome 1q32,Renin-angiotensin system,DRUG: Sacubitril-Valsartan 49 Mg-51 Mg Oral Tablet|DRUG: Valsartan 80 mg Oral Tablet,PHASE2|PHASE3,"Change in mean nocturnal systolic blood pressure, Change in mean nocturnal systolic blood pressure will be analyzed in the two study arms (morning vs. evening dose of sacubitril/valsartan or valsartan) from baseline and after 28 days of intervention., At Baseline and after 28 days of intervention.",Obesity|Cardiovascular Diseases|Hypertension|Nocturnal Blood Pressure|Natriuretic Peptides|Renin-Angiotensin-Aldosterone System,Renin-angiotensin system inhibitor,NCT04971720
REN,homozygous or compound heterozygous mutation in genes encoding components of the renin-angiotensin system: renin (179820) on chromosome 1q32,Renin-angiotensin system,PROCEDURE: renal sympathetic denervation|DRUG: antihypertensive drugs,PHASE2,"office-based measurements of systolic blood pressure, Between-group change in average office-based measurements of systolic blood pressure from baseline to 12 months after randomization and One-time standard bilateral renal sympathetic denervation by catheter-based radiofrequency ablation., baseline and 12 months (day 360Â±14)",Autosomal Dominant Polycystic Kidney Disease|Hypertension,NaN,NCT01932450
REN,homozygous or compound heterozygous mutation in genes encoding components of the renin-angiotensin system: renin (179820) on chromosome 1q32,Renin-angiotensin system,DRUG: Ng-monomethyl-L-arginine (drug),PHASE1,,Hypertension,NaN,NCT00345150
REN,homozygous or compound heterozygous mutation in genes encoding components of the renin-angiotensin system: renin (179820) on chromosome 1q32,Renin-angiotensin system,DRUG: Vasopressin - Very Low Dose|DRUG: Vasopressin - Low Dose| Comparator,PHASE2,"Change in Mean Interdialytic 44-hour Ambulatory Systolic Blood Pressure Over a 2 Week Follow-up Period, This is designed to measure if the administration of intradialytic AVP will result in change in systolic blood pressure., Baseline and Two Weeks",Hypertension|End Stage Renal Disease,"Antidiuretic, Antihypotensive, Arginine vasopressin receptor agonist",NCT01247090
REN,homozygous or compound heterozygous mutation in genes encoding components of the renin-angiotensin system: renin (179820) on chromosome 1q32,Renin-angiotensin system,DRUG: Gonadotropin-Releasing Hormone Agonist|DRUG: Androgen receptor inhibitor,PHASE4,"Change in Cardiovagal Baroreflex Sensitivity, The change in cardiovagal baroreflex sensitivity will be assessed the modified Oxford procedure, Before and after 9 weeks of androgen deprivation therapy or placebo|Change in blood pressure reactivity to the cold pressor test, The change in blood pressure will be assessed from quiet rest to sympathetic activation using the cold pressor test, Before and after 9 weeks of androgen deprivation therapy or placebo|Change in exercise pressor reflex, The change in blood pressure will be assessed from quiet rest to isometric handgrip exercise, Before and after 9 weeks of androgen deprivation therapy or placebo|Change in ambulatory blood pressure variability, Ambulatory blood pressure variability will be determined from 24-hour ambulatory blood pressure monitoring., Before and after 9 weeks of androgen deprivation therapy or placebo|Change in beat-to-beat blood pressure variability, Beat-to-beat blood pressure variability will be using finger photoplethysmography measured in the laboratory., Before and after 9 weeks of androgen deprivation therapy or placebo|Change in renal vascular resistance, Renal blood flow will be determined using ultrasound and blood pressure will be determined using finger photoplethysmography. These measures will be used to estimate renal vascular resistance., Before and after 9 weeks of androgen deprivation therapy or placebo|Change in Renal dysfunction biomarkers, Neutrophil gelatinase-associated lipocalin (NGAL), kidney injury molecule (KIM)-1, interleukin (IL)-18, and vanin-1 will be quantified in urine using commercially available assay kits. Concentrations will be normalized to urinary flow rate., Before and after 9 weeks of androgen deprivation therapy or placebo",Androgen Deprivation Therapy|Prostate Cancer|Hypertension|Autonomic Dysfunction|Renal Disease,"Ovulation inducing agent, Luteinizing hormone/choriogonadotropin receptor agonist, Follicle stimulating hormone receptor agonist",NCT05700903
REN,homozygous or compound heterozygous mutation in genes encoding components of the renin-angiotensin system: renin (179820) on chromosome 1q32,Renin-angiotensin system,DRUG: Linagliptin,PHASE3,"Albumin/Creatinine Ratio (UACR) in 24h urine change between Baseline and Visit 4, up to 14 weeks of study drug intake",Arterial Hypertension|Albuminuria,"Antidiabetic, Dipeptidyl peptidase-4 (DPP-4) inhibitor",NCT02376075
REN,homozygous or compound heterozygous mutation in genes encoding components of the renin-angiotensin system: renin (179820) on chromosome 1q32,Renin-angiotensin system,DRUG: Aliskiren|DRUG: Amlodipine,PHASE4,"Vascular stiffness, Vascular stiffness will be measured by pulse wave velocity and augmentation index and compared between anlodipine and aliskiren., 8 weeks|Endothelial function, Access endothelial function by peripheral arterial tonometry and brachial flow-mediated vasodilation and compare it between anlodipine and aliskiren., 8 weeks|Renin activity and concentration, Access plasma renin activity and concentration and compare it between anlodipine and aliskiren., 8 weeks",Hypertension|Diabetes Mellitus,"Antihypertensive, Renin-inhibitors",NCT01409408
REN,homozygous or compound heterozygous mutation in genes encoding components of the renin-angiotensin system: renin (179820) on chromosome 1q32,Renin-angiotensin system,DRUG: Pioglitazone|DRUG: Metformin,PHASE4,"Effects of Pioglitazone on Renal Hemodynamics, At the end of each treatment diet phase, renal clearances were performed for the determination of GFR and RBF, 2008|Effects of Pioglitazone on Sodium and Lithium Clearances, At the end of each treatment and diet phase, 24 urine collections were collected for the determination of sodium and lithium clearances, 2007|Effects of Pioglitazone on 24h Blood Pressure Control, 24 hour blood pressure measurements were performed after each treatment/diet phase, march 2009",Diabetes|Hypertension,Antidiabetic,NCT01090752
REN,homozygous or compound heterozygous mutation in genes encoding components of the renin-angiotensin system: renin (179820) on chromosome 1q32,Renin-angiotensin system,DRUG: Eplerenone,PHASE4,"Change in LV mass index (g/m2) in ClC-Ka Gly/Gly83 patients and ClC-Ka Gly/Gly83 patients, 12 months",Hypertension,"Antihypertensive, Aldosterone antagonist",NCT01275352
REN,homozygous or compound heterozygous mutation in genes encoding components of the renin-angiotensin system: renin (179820) on chromosome 1q32,Renin-angiotensin system,DRUG: ACE Inhibition|DRUG: Intensified Blood Pressure Control|DRUG: Add-on Angiotensin Receptor Blockade,PHASE3,"Time interval to renal 'loss' as defined by an absolute decrease in creatinine clearance by 50 % or attainment of renal replacement therapy., two-monthly",Children|Chronic Renal Failure|Hypertension|Acquired Kidney Disease|Congenital Kidney Disease,NaN,NCT00221845
REN,homozygous or compound heterozygous mutation in genes encoding components of the renin-angiotensin system: renin (179820) on chromosome 1q32,Renin-angiotensin system,DRUG: Olmesartan medoxomil|DRUG: Losartan|DRUG: Furosemide oral tablets,PHASE3,"Change in mean sitting diastolic blood pressure (dBP), assessed by conventional blood pressure measurements after 12 weeks of treatment, Baseline to 12 weeks",Essential Hypertension|Renal Impairment,"Antihypertensive, Angiotensin II receptor antagonist",NCT00151827
REN,homozygous or compound heterozygous mutation in genes encoding components of the renin-angiotensin system: renin (179820) on chromosome 1q32,Renin-angiotensin system,OTHER: MAP goal less than or equal to 92 mm Hg|OTHER: MAP goal 102-107 mm Hg|DRUG: Ramipril|DRUG: Amlodipine|DRUG: Metoprolol,PHASE3,"Rate of change in GFR, GFR slope was determined separately during the first 3 months after randomization (acute phase) and during the remainder of follow-up (chronic phase), Up to 3 years",Hypertensive Nephrosclerosis|Chronic Renal Insufficiency,"Antihypertensive, Angiotensin-converting enzyme inhibitor",NCT04364139
REN,homozygous or compound heterozygous mutation in genes encoding components of the renin-angiotensin system: renin (179820) on chromosome 1q32,Renin-angiotensin system,DRUG: trandolapril/verapamil|DRUG: Lotrel (amlodipine/benazepril),PHASE4,"Changes in urinary albumin:creatinine ratio, 36 weeks",Hypertension|Diabetes|Proteinuria,Antihypertensive,NCT00234871
REN,homozygous or compound heterozygous mutation in genes encoding components of the renin-angiotensin system: renin (179820) on chromosome 1q32,Renin-angiotensin system,DRUG: Allopurinol,PHASE1|PHASE2,"Systolic Blood Pressure, 2 months",Hypertension|Renal Transplant,"Gout suppressant, Uric acid biosynthesis inhibitor, Xanthine oxidase inhibitor",NCT00288171
