NCT Number,Study Title,Study URL,Acronym,Study Status,Study Results,Conditions,Interventions,Primary Outcome Measures,Secondary Outcome Measures,Other Outcome Measures,Sponsor,Collaborators,Age,Phases,Study Type,Study Design,Other IDs,Study Documents
NCT00171353,A Study to Describe Vascular and Renal Effects and Safety of Valsartan in Patients With High Blood Pressure,https://beta.clinicaltrials.gov/study/NCT00171353,,COMPLETED,NO,Hypertension,DRUG: valsartan,Change from baseline in urine albumin excretion after 24 weeks|Change from baseline in an ultrasound measurement of blood flow after 24 weeks,Effect of blood pressure changes on urine albumin excretion rate and blood vessel function,,Novartis,,"ADULT, OLDER_ADULT",PHASE4,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,CVAL489ARU01,
NCT04085562,Effect of Amlodipine Versus Bisoprolol on Hypertensive Patients With End-stage Renal Disease on Maintenance Hemodialysis.,https://beta.clinicaltrials.gov/study/NCT04085562,,COMPLETED,NO,"Hypertension, Renal",DRUG: Bisoprolol Fumarate 5-10 mg|DRUG: Amlodipine 5-10 mg,"Change in Left Ventricular Mass Index, 6 months","Change in ADMA Blood level, 6 months",,Alexandria University,Damanhour University,"ADULT, OLDER_ADULT",PHASE4,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,201243,
NCT00140985,Antiproteinuric Efficacy of Losartan Potassium in Patients With Non-Diabetic Proteinuric Renal Diseases (0954-213),https://beta.clinicaltrials.gov/study/NCT00140985,,COMPLETED,NO,Renal Disorder,"DRUG: MK0954, losartan potassium/Duration of Treatment: 20 weeks|DRUG: Comparator: amlodipine / Duration of Treatment: 20 weeks",24h proteinuria,Changes in the plasma and urinary levels of TGF-beta,,Organon and Co,,"ADULT, OLDER_ADULT",PHASE4,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",0954-213|MK0954-213|2005_058,
NCT00299832,SPP100 (Aliskiren) Regimen in Hypertensive Patients With Renal Dysfunction,https://beta.clinicaltrials.gov/study/NCT00299832,,COMPLETED,NO,Hypertension,DRUG: Aliskiren,Adverse events after 8 weeks,Change from baseline in mean sitting systolic blood pressure after 8 weeks|Change from baseline in mean sitting diastolic blood pressure after 8 weeks|Mean sitting systolic blood pressure is < 140 mmHg or a reduction of > 20 mmHg after 8 weeks|Mean sitting diastolic blood pressure is < 90 mmHg or a reduction of > 10 mmHg after 8 weeks|Blood pressure <140/90 after 8 weeks,,Novartis,,"ADULT, OLDER_ADULT",PHASE3,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,CSPP100A1303,
NCT02594410,Zainidip in Renal Artery Stenosis,https://beta.clinicaltrials.gov/study/NCT02594410,,COMPLETED,NO,Hypertension,DEVICE: stent|DRUG: Aspirine|DRUG: Clopidogrel|DRUG: Lercanidipine,"Glomerular filtration rate, 12 months|Blood pressure, 12 months",,,Lee's Pharmaceutical Limited,,"ADULT, OLDER_ADULT",PHASE4,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,Zhaoke-1503-zanidip,
NCT01755858,Effects of Intravenous Bendaviaâ„¢ on Reperfusion Injury in Patients Undergoing Angioplasty of the Renal Artery,https://beta.clinicaltrials.gov/study/NCT01755858,EVOLVE,TERMINATED,YES,"Renal Artery Obstruction|Hypertension, Renovascular|Ischemia Reperfusion Injury",DRUG: Bendavia|DRUG: Placebo,"Change in Mean Glomerular Filtration Rate (GFR), as Measured by Iothalamate Clearance, at Baseline (Pre-percutaneous Renal Artery Angioplasty and 8 Weeks Post-PTRA., Change in mean glomerular filtration rate (GFR), as measured by iothalamate clearance, from baseline (pre-percutaneous renal artery angioplasty, or pre-PTRA) and 8 weeks post-PTRA.., Baseline (pre-PTRA) and 8 weeks post-PTRA","Change in Mean Glomerular Flow Rate as Measured Using Multi-Detector Computed Tomography (MDCT) at Baseline (Pre-PTRA) and 8 Weeks Post-PTRA., Change in mean glomerular flow rate as measured using Multi-Detector Computed Tomography (MDCT) at baseline (pre-PTRA) and 8 weeks post-PTRA, stented quantifiable scanned kidneys., Baseline (pre-PTRA) and 8 weeks post-PTRA|Change in Mean Regional Perfusion as Measured by MDCT at Baseline (Pre-PTRA) and 8 Weeks Post-PTRA, Change in mean regional perfusion as measured by Multi-Detector Computed Tomography (MDCT) Baseline (pre-PTRA) and 8 weeks post-PTRA for stented quantifiable scanned kidneys., Baseline (pre-PTRA) and 8 weeks post-PTRA|Change in Mean Renal Blood Flow as Measured Using Multi-Detector Computed Tomography (MDCT) at Baseline (Pre-PTRA) and 8 Weeks Post-PTRA, Change in mean renal blood flow (ml/minute) as measured using Multi-Detector Computed Tomography (MDCT) at Baseline (pre-PTRA) and 8 weeks post-PTRA for stented quantifiable scanned kidneys, Baseline (pre-PTRA) and 8 weeks post-PTRA|Change in Mean Renal Volume as Measured by Multi-Detector Computed Tomography (MDCT) at Baseline (Pre-PTRA) and 8 Weeks Post-PTRA., Change in mean renal volume as measured by Multi-Detector Computed Tomography (MDCT) at Baseline (pre-PTRA) and 8 weeks post-PTRA., Baseline (Pre-PTRA) and 8 (+4) weeks post-PTRA|Mean Change in Renal Oxygenation, Axial Aspect, in Stented Kidneys From Baseline (Pre-PTRA), and 27 Hours Post-PTRA and 8 Weeks Post-PTRA, Mean change in renal oxygenation, axial aspect, in stented kidneys between baseline (pre-PTRA), and 27 hours post-PTRA and 8 weeks post-PTRA as measured by calculation of fractional hypoxia using blood oxygenation level-dependent magnetic resonance (BOLD-MR) imaging., Baseline (Pre-PTRA) , 27 hours post-PTRA and 8 weeks post-PTRA|Mean Change in Renal Oxygenation, Coronal Aspect, in Stented Kidneys Between Baseline Pre-PTRA, 27 Hours Post-PTRA and 8 Weeks Post-PTRA, Mean change in renal oxygenation, coronal aspect, in stented kidneys between baseline (pre-PTRA) and 27 hours post-PTRA or 8 weeks post-PTRA, as measured by calculation of fractional hypoxia using blood oxygenation level-dependent magnetic resonance (BOLD-MR) imaging, with and without Bendavia, 27H post PTRA and 8 weeks Post PTRA|Mean Change in Systolic Blood Pressure Values (mmHg) From Pre-PTRA, Immediately Post-PTRA, 27 Hours and 8 (+4) Weeks Post-PTRA, Pre-PTRA and 27 hours post-PTRA and 8 weeks post-PTRA|Mean Change in Diastolic Blood Pressure, Mean Change in Diastolic Blood Pressure (DBP) values (mmHg) from baseline (pre-PTRA), immediately post-PTRA, 27 hours and 8 weeks post-PTRA, with and without Bendavia., Pre-PTRA, immediately post-PTRA, 27 hours post-PTRA and 8 weeks post-PTRA",,Stealth BioTherapeutics Inc.,,"ADULT, OLDER_ADULT",PHASE1|PHASE2,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: BASIC_SCIENCE",SPIRI-225,
NCT02900729,Randomized Controlled Trial of Renal Denervation for Resistant Hypertension,https://beta.clinicaltrials.gov/study/NCT02900729,,UNKNOWN,NO,Hypertension,"DEVICE: Radiofrequency ablation catheter|DRUG: Amlodipine, losartan potassium and hydrochlorothiazide","Change in average 24-hour systolic blood pressure by ambulatory blood pressure monitoring from baseline, 3 months post-randomization","Incidence of achieving target blood pressure, Target blood pressure is defined as daytime ambulatory blood pressure \<135/85mmHg, nighttime ambulatory blood pressure \<120/70mmHg or average 24-hour ambulatory blood pressure \<130/80mmHg, respectively, 6 months post-randomization|Change in daytime and nighttime ambulatory systolic blood pressure from baseline, 3 months post-randomization|Change in 24 hour average, daytime and nighttime ambulatory diastolic blood pressure from baseline, 3 months post-randomization|Change in serum creatinine from baseline, 6 months post-randomization|Incidence of adverse event, Through study completion, up to 6 months","Change in 24 hour average, daytime and nighttime ambulatory systolic/diastolic blood pressure from baseline, 6 months post-randomization|Change in office systolic/diastolic blood pressure from baseline, 6 months post-randomization|Change in patient-recorded home systolic/diastolic blood pressure from baseline, 6 months post-randomization|Incidences of achieving reductions of â‰¥ 5 mmHg, â‰¥ 10 mmHg, â‰¥15 mmHg, and â‰¥ 20 mmHg in blood pressure, including ambulatory, office and home blood pressure, 6 months post-randomization|Incidences of substantially adjusting antihypertensive medications, A substantial adjustment of antihypertensive medications is defined as any changes in number of antihypertensive medications, or type of antihypertensive medications, or â‰¥ 50% dose change in any ongoing antihypertensive medications in the last two weeks., 6 months post-randomization","Shanghai WiseGain Medical Devices Co., Ltd.",,"ADULT, OLDER_ADULT",PHASE3,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,WiseGo-CT-1601,
NCT00190580,Kanagawa Valsartan Trial (KVT): Effects of Valsartan on Renal and Cardiovascular Disease,https://beta.clinicaltrials.gov/study/NCT00190580,,COMPLETED,NO,Chronic Kidney Disease|Hypertension,DRUG: valsartan|DRUG: Conventional antihypertensive drugs,"Course of renal and cardiac function, every month for renal function and every year for cardiac function","Doubling of serum creatinine concentration, every month|End-stage renal disease, anytime when it occurs.|Myocardial infarction, anytime when it occurs.|Coronary revascularization, anytime when it occurs.|Stroke, anytime when it occurs|Hospitalization for unstable angina, anytime when it occurs.|Hospitalization for heart failure, anytime when it occurs.|Death from cardiovascular causes, anytime when it occurs.",,KVT-Study Group,Tokai University|Yokohama City University|Showa University|Kitasato University|St. Marianna University School of Medicine,"ADULT, OLDER_ADULT",PHASE4,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,620,
NCT02841280,Chlorthalidone in Chronic Kidney Disease,https://beta.clinicaltrials.gov/study/NCT02841280,CLICK,COMPLETED,YES,"Renal Insufficiency, Chronic|Hypertension",DRUG: Chlorthalidone|DRUG: Placebo,"Change From Baseline to 12 Weeks in Systolic Ambulatory Blood Pressure in the Chlorthalidone Group Compared to Placebo., Baseline to 12 weeks","Changes in Albuminuria From Baseline at Each 4 Week Visit in the Log Transformed Albumin/Creatinine Ratio in the Chlorthalidone Group Compared to Placebo, Baseline to 12 weeks|Change From Baseline at Each 4 Week Visit in Log of Aldosterone and Log of Renin in the Chlorthalidone Group Compared to Placebo. No Adjustments Will be Made for Multiple Comparisons., Baseline to 12 weeks|Change From Baseline at Each 4 Week Visit in Log of N-terminal Pro B-type Natriuretic Peptide (NTproBNP) in the Chlorthalidone Group Compared to Placebo. No Adjustments Will be Made for Multiple Comparisons., Baseline to 12 weeks|Change From Baseline at Each 4 Week Visit in Body Volume in the Chlorthalidone Group Compared to Placebo. No Adjustments Will be Made for Multiple Comparisons., Baseline to 12 weeks",,Indiana University,,"ADULT, OLDER_ADULT",PHASE2,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",1507540384,Study Protocol and Statistical Analysis Plan
NCT02448628,A Phase 2 Exploratory Study of CS-3150 in Japanese Hypertensive Patients With Moderate Renal Impairment,https://beta.clinicaltrials.gov/study/NCT02448628,,COMPLETED,NO,Hypertension,DRUG: CS-3150,"Change from baseline in sitting systolic and diastolic blood pressure, Baseline to end of Week 12","Change from baseline in UACR, Urine Albumin Creatinine Ratio (UACR), Baseline to end of Week 12",,"Daiichi Sankyo, Inc.",,"ADULT, OLDER_ADULT",PHASE2,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,CS3150-A-J206,
NCT00582777,African American Study of Kidney Disease and Hypertension ABPM Pilot Study,https://beta.clinicaltrials.gov/study/NCT00582777,,COMPLETED,NO,Hypertensive Renal Disease,BEHAVIORAL: USUAL - take your BP Meds as you usually do|BEHAVIORAL: HS DOSING|DRUG: ADD On Dosing,"Night Time Blood Pressure, Night time blood pressure from APBM at weeks 6, 12, and 18","Blood pressure in the clinic Daytime blood pressure, Measured at weeks 6, 12, and 18",,National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK),,"ADULT, OLDER_ADULT",PHASE2|PHASE3,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: TREATMENT,AASK ABPM Pilot (completed)|7 U01 KD04868,
NCT01007994,Reduction of Night-time Blood Pressure in Pediatric Renal Transplant Recipients,https://beta.clinicaltrials.gov/study/NCT01007994,,COMPLETED,YES,Hypertension Secondary to Kidney Transplant,"DRUG: New Medication: Enalapril, Isradipine, Propranolol","Number of Participants Who Are Non Dippers, Percentage of subjects in each of the treatment arms who are nondippers, defined as systolic or diastolic nocturnal dip \<10%, 6 months",,,Northwell Health,Children's Hospital of Philadelphia,"CHILD, ADULT",PHASE2|PHASE3,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,09-054,Study Protocol and Statistical Analysis Plan
NCT01918111,"Effects of REnal Denervation for Resistant Hypertension on Exercise Diastolic Function and Regression of Atherosclerosis and the Evaluation of NEW Methods Predicting A successfuL Renal Sympathetic Denervation (RENEWAL-EXERCISE, -REGRESS, and -PREDICT Trial From RENEWAL RDN Registry)",https://beta.clinicaltrials.gov/study/NCT01918111,,TERMINATED,NO,Resistant Hypertension,PROCEDURE: Renal denervation|DRUG: adenosine infusion treatment,"Change in coronary atheroma, Evaluation of the change in coronary atheroma (change in percent atheroma volume (PAV) and the change in nominal atheroma volume in the 10-mm subsegment with the greatest disease severity at baseline), analyzed by an IVUS, between baseline and 2-year IVUS in the patients with CAD) for RENEWAL-REGRESS trial, change in coronary atheroma for 24 months after renal denervation","Reduction of peak exercise E/E prime, Reduction of peak exercise E/E prime at 6 month follow up for RENEWAL-EXERCISE trial, Peak exercise E/E prime from 6 and 12 months after renal denervation","Evaluation of the novel methods predicting the successful renal sympathetic denervation after RDN, Evaluation of the novel methods predicting the successful or unsuccessful renal sympathetic denervation after RDN: 1) Effects the change of blood pressure by infusion of intra-renal adenosine at pre- and immediate post-RND on blood pressure at 6 and 12 months; 2) Association of skin sympathetic activity measurement before and immediate post-procedure and blood pressure at 6 and 12 months; RENEWAL-PREDICT trial), change of blood pressure at 6 and 12 months",Yonsei University,,"ADULT, OLDER_ADULT",PHASE4,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: TREATMENT,1-2013-0025,
NCT00921570,"The Effects of Renin Angiotensin System Blockage (RAS), Calcium Channel Blocker and Combined Drugs on TWEAK, PTX3 and FMD Levels in Diabetic Proteinuric Patients With Hypertension",https://beta.clinicaltrials.gov/study/NCT00921570,,COMPLETED,NO,Diabetes|Hypertension|Proteinuria,DRUG: Amlodipine|DRUG: Valsartan,"Flow mediated dilatation, 12 weeks after","TWEAK, PTX-3, Systolic Blood Pressure and Diastolic Blood Pressure, 12 weeks after",,Gulhane School of Medicine,,"ADULT, OLDER_ADULT",PHASE4,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,GATA VALAMEX study,
NCT01519635,Effect of Aliskiren and Hydrochlorothiazide on Kidney Oxygenation in Patients With Hypertension,https://beta.clinicaltrials.gov/study/NCT01519635,,COMPLETED,YES,Hypertension,DRUG: Aliskiren|DRUG: Hydrochlorothiazide,"Renal Oxygenation Changes After Chronic Treatment With Aliskiren or Hydrochlorothiazide, Changes in R2\* at between week 0 and week 8 as measured by BOLD MRI in the cortex and medulla of the kidney, week 0 vs week 8",,,Centre Hospitalier Universitaire Vaudois,,"ADULT, OLDER_ADULT",PHASE4,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2011DR3137,
NCT04078711,Chinese Medicine Treat for Hypertensive Renal Injury,https://beta.clinicaltrials.gov/study/NCT04078711,CHAIR,UNKNOWN,NO,Hypertension|Renal Injury,DRUG: Losartan 100Mg Tab|DRUG: Qianyangyuyin 20g Granule|DRUG: placebo,"albumin-to-creatinine ratio(UACR), UACR tested at baseline and each month. Microalbuminuria was defined as urinary ACR of at least 30mg/g., 6 months","Ambulatory blood pressure level, ABPM was measured at baseline, 3 and 6 months. Both systolic and diastolic pressure was assessed. Hypertension was defined as mean ambulatory blood pressure of at least 130/80 mmHg., 6 months|Office blood pressure level 6/5000 Office blood pressure level, Office blood pressure was measured at baseline and each month. Both systolic and diastolic pressure was assessed. Hypertension was defined as office blood pressure of at least 140/90 mmHg., 6 months|Traditional Chinese Medicine syndrome scores, Self reported TCM syndrome scores at baseline and each month. Each main symptom is scored 0ã€2ã€4ã€6 (0 = no sympton; 6 = as heavy as can be), and each secondary symptom is scored 0ã€1ã€2ã€3(0=no symptom; 3= as heavy as can be)., 6 months",,Jiangsu Province Hospital of Traditional Chinese Medicine,Ministry of Science and Technology of the PeopleÂ´s Republic of China|First Affiliated Hospital of Liaoning University of Traditional Chinese Medicine|The First Affiliated Hospital of Henan University of Traditional Chinese Medicine,ADULT,PHASE2|PHASE3,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2019NL-086-02,Study Protocol and Statistical Analysis Plan
NCT01184599,A Prospective Study of the Kidney Protective Effect of Aliskiren in Hypertensive Patients With IgA Nephropathy,https://beta.clinicaltrials.gov/study/NCT01184599,,UNKNOWN,NO,"Glomerulonephritis, IGA|Hypertension",DRUG: aliskiren,"Renal function (Creatinine clearance), One year (every 6 months)|Urinary protein, One year (every 6 months)","Urinary angiotensinogen, One year (every 6 months)|Urinary type 4 collagen, One year (every 6 months)|Urinary Transforming growth factor-beta, One year (every 6 months)|High-sensitivity C-reactive protein, One year (every 6 months)|Plasma Rennin Activity, One year (every 12 months)|Aldosterone, One year (every 12 months)|Asymmetric dimethylarginine, One year (every 12 months)|Advanced glycation end product, One year (every 12 months)|(Pro)renin receptor, One year (every 12 months)|Oxidative stress, One year (every 12 months)",,Kagawa University,,"CHILD, ADULT, OLDER_ADULT",PHASE4,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,OCGH-746,
NCT01840540,MSC for Occlusive Disease of the Kidney,https://beta.clinicaltrials.gov/study/NCT01840540,,COMPLETED,NO,Atherosclerotic Renal Artery Stenosis|Ischemic Nephropathy|Renovascular Hypertension,DRUG: Arterial infusion of autologous mesenchymal stem cells,"Renal blood flow and function in the treated kidneys., Individual kidney blood flow, measured by multidetector CT contrast transit times, will be measured before and after MSC infusion., 2 years","Level of kidney function., Level of kidney function will be assessed as glomerular filtration rate by iothalamate clearance. Tissue oxygenation within each kidney will be measured by Blood Oxygen Level Dependent (BOLD) magnetic resonance., 2 years","Blood pressure levels., Blood pressure will be assessed by oscillometric measurement., 2 years",Mayo Clinic,,"ADULT, OLDER_ADULT",PHASE1,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,12-009298,
NCT05687669,Comparison Between the Use of Phentolamine Versus Glyceryl Trinitrate for Their Effect on Renal Function in Pre-eclampsia Patients in ICU,https://beta.clinicaltrials.gov/study/NCT05687669,,NOT_YET_RECRUITING,NO,Pre-Eclampsia; Complicating Pregnancy|Pre-eclampsia Aggravated,DRUG: Glyceryl trinitrate vs phentolamine for prophylaxis against renal impairment,"kidney function tests, creatinine in micromoles per liter and urea in millimole per liter, 96 hours after intervention",,,Assiut University,,"CHILD, ADULT, OLDER_ADULT",PHASE4,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: PREVENTION,obstetric Renal prophylaxis,
